port,product,source,value
Marseille,Coton non transformé,foreign,9074822.0
Marseille,Divers incertains,france,13765.9000065
Marseille,Divers incertains,foreign,0
Marseille,Manne et médicaments,france,488579.31996399997
Marseille,Manne et médicaments,foreign,270478.99875
Marseille,Drogues médicinales diverses,france,145327.47990601
Marseille,Drogues médicinales diverses,foreign,158081.79970749997
Marseille,Réglisse,france,58412.6501329
Marseille,Réglisse,foreign,173172.78445500002
Marseille,Quinquina,france,72255.95
Marseille,Quinquina,foreign,61586.0
Marseille,Séné,france,144346.45
Marseille,Séné,foreign,304606.047501
Marseille,Sels chimiques,france,52645.19993424
Marseille,Sels chimiques,foreign,33523.198704
Marseille,Alun,france,382180.93500584
Marseille,Alun,foreign,230449.48621
Marseille,"Alquifoux, mine de plomb et graphite",france,136779.55
Marseille,"Alquifoux, mine de plomb et graphite",foreign,89006.25099999999
Marseille,Galle,france,434447.29986238
Marseille,Galle,foreign,939939.0
Marseille,Drogues diverses,france,367790.25931572
Marseille,Drogues diverses,foreign,626064.4102335
Marseille,Gommes diverses,france,333079.02999531996
Marseille,Gommes diverses,foreign,834691.2976
Marseille,Eaux-de-vie et liqueurs,france,258495.57505654998
Marseille,Eaux-de-vie et liqueurs,foreign,67057.0
Marseille,Poivre et piment,france,907606.142725
Marseille,Poivre et piment,foreign,1123298.2267190001
Marseille,Matières premières diverses,france,272389.14521750004
Marseille,Matières premières diverses,foreign,382874.28541979956
Marseille,Fruits frais,france,329514.5216063269
Marseille,Fruits frais,foreign,449393.7100875
Marseille,Riz,france,693967.3634905299
Marseille,Riz,foreign,1076381.77251
Marseille,"Graines de trèfle, de luzerne et de prairie",france,15318.440000000002
Marseille,"Graines de trèfle, de luzerne et de prairie",foreign,0
Marseille,Huile d'olive à manger,france,1819192.0506603601
Marseille,Huile d'olive à manger,foreign,0
Marseille,Huile de poisson,france,290608.06998
Marseille,Huile de poisson,foreign,0
Marseille,Bouchons principalement en liège,france,25811.0047863216
Marseille,Bouchons principalement en liège,foreign,16637.7009
Marseille,"Ouvrages de bois, liège et jonc",france,413803.308747
Marseille,"Ouvrages de bois, liège et jonc",foreign,901909.38865
Marseille,Boissons diverses et mélangées,france,55092.0
Marseille,Boissons diverses et mélangées,foreign,18645.879664
Marseille,Divers mélangés,france,41681.0
Marseille,Divers mélangés,foreign,23634.489906
Marseille,Miel,france,912.40001492
Marseille,Miel,foreign,611.700003
Marseille,Parfumerie et toilette,france,55686.260030000005
Marseille,Parfumerie et toilette,foreign,153631.897653
Marseille,"Cuirs, peaux et pelleterie",france,2951599.3550000004
Marseille,"Cuirs, peaux et pelleterie",foreign,3648410.2506031995
Marseille,Poissons et fruits de mer,france,2195627.5623391005
Marseille,Poissons et fruits de mer,foreign,660943.07804
Marseille,"Porcelaine, poterie, faïence et ouvrages de terre",france,173649.56993226003
Marseille,"Porcelaine, poterie, faïence et ouvrages de terre",foreign,163355.91595818
Marseille,Salpêtre et soufre,france,268875.6924386
Marseille,Salpêtre et soufre,foreign,252549.151989
Marseille,"Bougies, chandelles et flambeaux",france,27364.80001244
Marseille,"Bougies, chandelles et flambeaux",foreign,7022.949901
Marseille,Verrerie,france,47256.549999999996
Marseille,Verrerie,foreign,26139.619339999997
Marseille,Vins divers,france,132848.9
Marseille,Vins divers,foreign,148003.8034354
Marseille,Vin de liqueurs,france,5180.74
Marseille,Vin de liqueurs,foreign,6197.12
Marseille,Laines non transformées diverses,france,1202921.688355
Marseille,Laines non transformées diverses,foreign,4006678.296806
Marseille,Ouvrages divers et mélangés,france,191204.78997859996
Marseille,Ouvrages divers et mélangés,foreign,137180.67475
Marseille,Sirop et mélasse,france,6407.980021
Marseille,Sirop et mélasse,foreign,3474.0
Marseille,Cochenille,france,787188.0
Marseille,Cochenille,foreign,2122500.0
Marseille,Denrées coloniales et épiceries diverses,france,43965.040005
Marseille,Denrées coloniales et épiceries diverses,foreign,17929.900062
Marseille,Subsistances diverses et mélangées,france,123027.44466974
Marseille,Subsistances diverses et mélangées,foreign,99025.24097117
Marseille,Papier,france,32375.2
Marseille,Papier,foreign,17159.0
Marseille,Alcalis,france,389310.89005295
Marseille,Alcalis,foreign,1404790.97632
Marseille,Safran,france,268410.45
Marseille,Safran,foreign,486699.28945965995
Marseille,Verdet,france,2373.5
Marseille,Verdet,foreign,1353.0
Marseille,Toiles de coton,france,62131.5
Marseille,Toiles de coton,foreign,408936.8
Marseille,Produits inconnus,france,213094.39989067998
Marseille,Produits inconnus,foreign,0
Marseille,Étoffes de laine,france,2863639.7350000003
Marseille,Étoffes de laine,foreign,5056473.5901420005
Marseille,Marbre brut et ouvré,france,184819.47078
Marseille,Marbre brut et ouvré,foreign,386119.599918
Marseille,Graisses diverses,france,130195.65083826
Marseille,Graisses diverses,foreign,597423.267138
Marseille,Cuivre,france,1152120.80016
Marseille,Cuivre,foreign,1240159.05
Marseille,Bijouterie et pierres fines,france,2515.5
Marseille,Bijouterie et pierres fines,foreign,99178.5
Marseille,Graines de jardin,france,4108.7
Marseille,Graines de jardin,foreign,0
Marseille,Mercerie,france,56562.6
Marseille,Mercerie,foreign,199737.99842879997
Marseille,"Bière, cidre et vinaigre",france,9572.8160045
Marseille,"Bière, cidre et vinaigre",foreign,10454.00015
Marseille,Colles diverses,france,50449.209944
Marseille,Colles diverses,foreign,35779.88123
Marseille,Acier,france,7208.499937
Marseille,Acier,foreign,39224.930810000005
Marseille,Cacao et chocolat,france,68049.5010876
Marseille,Cacao et chocolat,foreign,223375.99799475
Marseille,Beurre,france,3038.8
Marseille,Beurre,foreign,2968.199988
Marseille,Combustibles dont charbons et bois,france,3176.17495308
Marseille,Combustibles dont charbons et bois,foreign,279610.977975
Marseille,Café,france,159823.6
Marseille,Café,foreign,15707656.200000001
Marseille,Indigo,france,354190.5
Marseille,Indigo,foreign,2071612.25
Marseille,Bâtiments de mer et apparaux,france,13055.7
Marseille,Bâtiments de mer et apparaux,foreign,32570.340088
Marseille,Rocou,france,11440.65
Marseille,Rocou,foreign,56499.5
Marseille,Bois des Indes,france,403.65
Marseille,Bois des Indes,foreign,22766.130026
Marseille,Habits et lingerie,france,31410.0
Marseille,Habits et lingerie,foreign,89582.251735
Marseille,Sucre,france,2396650.331242501
Marseille,Sucre,foreign,13853256.0
Marseille,Bonneterie hors soie,france,4918.35
Marseille,Bonneterie hors soie,foreign,18946.199969
Marseille,"Filoselle, fleuret et bourre de soie",france,2946.0
Marseille,"Filoselle, fleuret et bourre de soie",foreign,5706.0
Marseille,"Brai, goudron et résines",france,19743.590049000002
Marseille,"Brai, goudron et résines",foreign,142509.41787
Marseille,Cendres diverses,france,75960.36643
Marseille,Cendres diverses,foreign,1765900.69919
Marseille,"Gravelée, potasse et védasse",france,7444.56005332
Marseille,"Gravelée, potasse et védasse",foreign,344167.88
Marseille,Chairs et œufs,france,27618.900305
Marseille,Chairs et œufs,foreign,27443.6105618
Marseille,Chanvre,france,769236.7679350001
Marseille,Chanvre,foreign,1624047.255225
Marseille,Chapeaux d'écorce et de paille,france,18282.0
Marseille,Chapeaux d'écorce et de paille,foreign,15740.300544
Marseille,Cire,france,140094.55041999999
Marseille,Cire,foreign,759934.817086
Marseille,"Cornes, corail, écailles, ivoire et nacre",france,70533.32001
Marseille,"Cornes, corail, écailles, ivoire et nacre",foreign,41034.029888
Marseille,Cordage et filets,france,76049.509888
Marseille,Cordage et filets,foreign,76746.49945
Marseille,Textiles manufacturés divers et mélangés,france,54688.5
Marseille,Textiles manufacturés divers et mélangés,foreign,7988.0
Marseille,Poils et crin,france,1808463.29
Marseille,Poils et crin,foreign,55667.850189
Marseille,Tabac,france,0
Marseille,Tabac,foreign,355939.392
Marseille,Ouvrages métalliques,france,774528.6180025
Marseille,Ouvrages métalliques,foreign,2729927.1041840003
Marseille,Dentelles,france,0
Marseille,Dentelles,foreign,600.0
Marseille,Huiles diverses,france,14400.200009999999
Marseille,Huiles diverses,foreign,19005678.949804
Marseille,Salsepareille,france,20622.8999163
Marseille,Salsepareille,foreign,196711.2072
Marseille,Monnaies et métaux précieux,france,3094.0
Marseille,Monnaies et métaux précieux,foreign,31317.0
Marseille,Métaux divers et mélangés,france,18477.6
Marseille,Métaux divers et mélangés,foreign,9240.0
Marseille,Azur et cobalt,france,13028.899925
Marseille,Azur et cobalt,foreign,4628.25
Marseille,Céruse et blanc de plomb,france,14922.04995
Marseille,Céruse et blanc de plomb,foreign,21850.8
Marseille,Garance,france,444853.39006138
Marseille,Garance,foreign,227133.00312
Marseille,Cannelle,france,46856.0
Marseille,Cannelle,foreign,227614.0
Marseille,Girofle,france,157228.0
Marseille,Girofle,foreign,383394.0
Marseille,Muscades,france,4676.4
Marseille,Muscades,foreign,11214.0
Marseille,Étain,france,108529.55002086
Marseille,Étain,foreign,117814.99
Marseille,Étoffes de soie,france,2714.0
Marseille,Étoffes de soie,foreign,159800.0
Marseille,Étoffes diverses,france,1186.0
Marseille,Étoffes diverses,foreign,347916.0
Marseille,"Farine, gruau, biscuits et pâtes",france,271257.00467999995
Marseille,"Farine, gruau, biscuits et pâtes",foreign,445031.28969599993
Marseille,Fer,france,61392.795000000006
Marseille,Fer,foreign,19013.11944
Marseille,Fer-blanc,france,266279.9146
Marseille,Fer-blanc,foreign,113026.6
Marseille,Fromage,france,108280.84939739999
Marseille,Fromage,foreign,366042.755665
Marseille,Blé et autres grains comestibles,france,5776580.038044179
Marseille,Blé et autres grains comestibles,foreign,12739068.841439998
Marseille,Graines diverses et mélangées,france,19353.85005
Marseille,Graines diverses et mélangées,foreign,42549.549615
Marseille,Graines grasses,france,142.75
Marseille,Graines grasses,foreign,13009.07949
Marseille,Soieries diverses,france,105.0
Marseille,Soieries diverses,foreign,3864951.0
Marseille,Horlogerie,france,2812.0
Marseille,Horlogerie,foreign,54765.0
Marseille,Quincaillerie,france,85261.81992
Marseille,Quincaillerie,foreign,142751.59100000001
Marseille,Légumes,france,307763.24886999995
Marseille,Légumes,foreign,427915.620114
Marseille,Lin,france,28544.299999999996
Marseille,Lin,foreign,2655.0
Marseille,Librairie,france,34008.000185
Marseille,Librairie,foreign,15068.0
Marseille,Châles et mouchoirs de soie,france,0
Marseille,Châles et mouchoirs de soie,foreign,61204.0
Marseille,Argenterie et orfèvrerie,france,0
Marseille,Argenterie et orfèvrerie,foreign,6912.0
Marseille,Plumes brutes,france,31763.25
Marseille,Plumes brutes,foreign,10574.19972
Marseille,"Faucilles, faux et limes",france,47560.781752
Marseille,"Faucilles, faux et limes",foreign,13240.20006
Marseille,Rubanerie et passementerie de soie,france,2500.0
Marseille,Rubanerie et passementerie de soie,foreign,95080.0
Marseille,Rubanerie et passementerie diverse,france,0
Marseille,Rubanerie et passementerie diverse,foreign,17817.5
Marseille,Soie,france,452609.0
Marseille,Soie,foreign,4655569.0
Marseille,Thé,france,2045.75
Marseille,Thé,foreign,13395.0
Marseille,Toiles diverses,france,37044.7
Marseille,Toiles diverses,foreign,468640.4
Marseille,Toiles de chanvre et de lin,france,1050.0
Marseille,Toiles de chanvre et de lin,foreign,694781.6090200001
Marseille,Plomb,france,207248.86399420002
Marseille,Plomb,foreign,65348.0
Marseille,Bonneterie de soie,france,2016.0
Marseille,Bonneterie de soie,foreign,0
Marseille,Chapeaux hors paille et écorce,france,300497.83999999997
Marseille,Chapeaux hors paille et écorce,foreign,0
Marseille,Objets d'art et d'histoire naturelle,france,28488.0
Marseille,Objets d'art et d'histoire naturelle,foreign,0
Marseille,"Meubles, glaces et miroirs",france,42893.5
Marseille,"Meubles, glaces et miroirs",foreign,0
Marseille,Châles et mouchoirs hors soie,france,1494.0
Marseille,Châles et mouchoirs hors soie,foreign,0
Marseille,Cordonnerie et sellerie,france,4744.0
Marseille,Cordonnerie et sellerie,foreign,0
Marseille,"Armes, munitions, poudre et pierres à fusil",france,1550.0
Marseille,"Armes, munitions, poudre et pierres à fusil",foreign,0
Marseille,Mercure,france,23910.0
Marseille,Mercure,foreign,0
Marseille,Gants,france,660.0
Marseille,Gants,foreign,0
Marseille,Fleurs artificielles et ouvrages de mode,france,2141.0
Marseille,Fleurs artificielles et ouvrages de mode,foreign,0
Marseille,Animaux,france,5968.0
Marseille,Animaux,foreign,0
Marseille,Provisions diverses,france,2063.100078
Marseille,Provisions diverses,foreign,0
Marseille,Térébenthine,france,99.60000000000001
Marseille,Térébenthine,foreign,0
